(1.53753e-16,0)
(1.82208e-16,0)
(2.15843e-16,0)
(2.55584e-16,0)
(3.02521e-16,0)
(3.57934e-16,0)
(4.23329e-16,0)
(5.00471e-16,0)
(5.91434e-16,0)
(6.9865e-16,0)
(8.24972e-16,0)
(9.73745e-16,0)
(1.14889e-15,0)
(1.35499e-15,0)
(1.59743e-15,0)
(1.88249e-15,0)
(2.21753e-15,0)
(2.61116e-15,0)
(3.07343e-15,0)
(3.61609e-15,0)
(4.25287e-15,0)
(4.99978e-15,0)
(5.87552e-15,0)
(6.90188e-15,0)
(8.10429e-15,0)
(9.51238e-15,0)
(1.11606e-14,0)
(1.30893e-14,0)
(1.53451e-14,0)
(1.79824e-14,0)
(2.10646e-14,0)
(2.46652e-14,0)
(2.88697e-14,0)
(3.37775e-14,0)
(3.95037e-14,0)
(4.61822e-14,0)
(5.39682e-14,0)
(6.30416e-14,0)
(7.3611e-14,0)
(8.59181e-14,0)
(1.00243e-13,0)
(1.16909e-13,0)
(1.36291e-13,0)
(1.58824e-13,0)
(1.85007e-13,0)
(2.15421e-13,0)
(2.50734e-13,0)
(2.9172e-13,0)
(3.39269e-13,0)
(3.94411e-13,0)
(4.58332e-13,0)
(5.32399e-13,0)
(6.18189e-13,0)
(7.17515e-13,0)
(8.32467e-13,0)
(9.6545e-13,0)
(1.11923e-12,0)
(1.29698e-12,0)
(1.50236e-12,0)
(1.73957e-12,0)
(2.01343e-12,0)
(2.32947e-12,0)
(2.69403e-12,0)
(3.11441e-12,0)
(3.59894e-12,0)
(4.15719e-12,0)
(4.80011e-12,0)
(5.54025e-12,0)
(6.39195e-12,0)
(7.37163e-12,0)
(8.49807e-12,0)
(9.79272e-12,0)
(1.12801e-11,0)
(1.29882e-11,0)
(1.49489e-11,0)
(1.71988e-11,0)
(1.97794e-11,0)
(2.2738e-11,0)
(2.61288e-11,0)
(3.00132e-11,0)
(3.44614e-11,0)
(3.95529e-11,0)
(4.53785e-11,0)
(5.20414e-11,0)
(5.96586e-11,0)
(6.83635e-11,0)
(7.83071e-11,0)
(8.96613e-11,0)
(1.02621e-10,0)
(1.17406e-10,0)
(1.34268e-10,0)
(1.53491e-10,0)
(1.75395e-10,0)
(2.00345e-10,0)
(2.28752e-10,0)
(2.61083e-10,0)
(2.97865e-10,0)
(3.39692e-10,0)
(3.87238e-10,0)
(4.41262e-10,0)
(5.02622e-10,0)
(5.72286e-10,0)
(6.51345e-10,0)
(7.41028e-10,0)
(8.42723e-10,0)
(9.57991e-10,0)
(1.08859e-09,0)
(1.2365e-09,0)
(1.40394e-09,0)
(1.59342e-09,0)
(1.80775e-09,0)
(2.05009e-09,0)
(2.32399e-09,0)
(2.63342e-09,0)
(2.98286e-09,0)
(3.37732e-09,0)
(3.82242e-09,0)
(4.32444e-09,0)
(4.89045e-09,0)
(5.52832e-09,0)
(6.24689e-09,0)
(7.05604e-09,0)
(7.96681e-09,0)
(8.99153e-09,0)
(1.0144e-08,0)
(1.14396e-08,0)
(1.28956e-08,0)
(1.4531e-08,0)
(1.63673e-08,0)
(1.84282e-08,0)
(2.07404e-08,0)
(2.33333e-08,0)
(2.624e-08,0)
(2.94969e-08,0)
(3.31447e-08,0)
(3.72288e-08,0)
(4.17995e-08,0)
(4.69125e-08,0)
(5.26299e-08,0)
